1	2
1	3
1	4
1	5
1	6
1	7
1	8
1	9
1	10
2	1
2	5
2	3
2	7
2	8
2	11
2	12
2	4
2	6
2	13
2	14
2	9
2	10
2	15
2	16
2	17
2	18
13	19
13	20
13	21
13	22
13	23
13	24
13	25
13	26
13	27
13	28
13	3
13	8
13	12
13	2
13	29
13	30
13	9
13	31
13	32
13	33
13	34
13	35
13	36
13	37
38	39
38	40
38	41
38	30
38	42
38	43
38	44
38	45
38	31
38	46
38	35
38	28
38	47
38	48
38	49
49	38
49	30
49	46
49	45
49	50
49	51
49	42
52	47
52	44
52	53
52	54
52	55
52	43
52	56
52	48
52	57
52	58
52	59
50	30
50	46
50	45
50	49
50	42
50	51
60	30
60	61
60	31
60	46
60	62
60	45
60	42
61	30
61	62
61	31
61	60
62	30
62	61
62	31
62	60
63	30
63	64
63	65
66	30
66	67
66	68
66	69
66	70
66	71
66	72
66	64
66	73
66	74
70	30
70	67
70	66
70	68
70	69
70	71
70	72
70	64
22	19
22	20
22	13
22	3
22	12
22	21
22	24
22	25
22	29
22	75
22	76
22	34
77	78
78	77
79	44
79	53
79	57
79	54
79	80
79	81
79	58
79	48
79	43
79	56
82	83
82	84
83	82
83	85
83	86
83	84
83	87
83	88
83	28
83	89
83	90
91	75
91	92
91	93
91	94
91	95
91	96
97	75
97	92
97	98
97	99
96	75
96	100
96	92
96	98
96	101
96	95
96	102
96	103
96	91
95	75
95	92
95	104
95	101
95	105
95	106
95	107
95	108
95	102
95	103
95	109
95	110
95	91
95	111
95	112
95	96
95	113
95	114
95	115
95	116
103	75
103	92
103	101
103	102
103	95
103	110
103	96
21	19
21	20
21	13
21	28
21	3
21	12
21	22
21	29
21	27
21	32
21	25
21	36
117	75
117	92
117	118
117	119
120	121
120	122
120	76
120	123
120	124
120	125
120	126
122	120
122	125
122	121
122	126
127	87
127	88
127	84
127	89
76	124
76	121
76	125
76	120
76	29
76	128
76	22
124	76
124	120
124	121
124	125
125	76
125	128
125	121
125	120
125	122
125	124
125	126
125	129
128	76
128	121
128	129
128	130
128	131
128	132
128	133
128	134
128	135
128	136
128	125
128	137
128	138
128	139
128	140
56	54
56	53
56	58
56	141
56	142
56	143
56	79
56	48
56	57
56	59
56	144
56	145
56	52
56	146
81	54
81	53
81	58
81	79
81	80
81	57
25	19
25	20
25	13
25	22
25	29
25	34
25	21
55	54
55	53
55	57
55	52
100	96
100	147
100	92
147	100
147	148
131	121
131	129
131	134
131	132
131	133
131	128
131	130
129	131
129	149
129	133
129	134
129	121
129	150
129	128
129	151
129	135
129	138
129	139
129	130
129	132
129	125
129	152
129	153
129	154
129	155
129	140
134	131
134	133
134	129
134	121
134	128
134	135
134	130
134	132
132	131
132	128
132	130
132	121
132	129
132	134
132	136
132	137
85	84
85	83
85	87
85	88
85	89
123	156
123	120
156	123
157	158
157	159
157	160
157	161
157	162
157	7
157	8
157	163
157	164
157	9
149	135
149	138
149	139
149	129
149	151
135	149
135	133
135	128
135	151
135	129
135	121
135	138
135	139
135	134
135	130
135	155
138	149
138	133
138	128
138	151
138	135
138	129
138	121
138	139
138	155
139	149
139	133
139	128
139	151
139	135
139	138
139	129
139	121
139	155
165	166
165	167
165	168
165	169
165	170
165	171
165	172
165	173
165	174
166	165
166	171
166	172
166	72
166	167
166	175
166	168
166	23
166	170
166	176
166	173
166	174
166	169
166	177
166	18
167	165
167	168
167	170
167	171
167	172
167	166
167	173
167	174
167	169
168	165
168	178
168	170
