1	7051
1	8145
1	8273
1	8622
1	9111
2	1162
2	3019
2	4033
2	5314
2	8369
3	7820
3	9241
3	9395
3	9483
3	9814
4	4635
4	9734
4	9955
4	9970
4	9989
5	8875
5	9344
5	9500
5	9503
5	9706
6	9118
6	9667
6	9734
6	9943
6	9990
7	4871
7	5824
7	5897
7	7174
7	7214
8	3203
8	6702
8	7417
8	9770
8	9771
9	9362
9	9803
9	9835
9	9868
9	9981
10	8100
10	8528
10	8634
10	9577
10	9653
11	8644
11	8895
11	9533
11	9661
11	9696
12	4830
12	7812
12	9098
12	9360
12	9420
13	7163
13	9867
13	9870
13	9966
13	9971
14	7947
14	9485
14	9646
14	9830
14	9838
15	113
15	131
15	804
15	822
15	7141
16	7656
16	7697
16	8150
16	8569
16	9318
17	8965
17	9107
17	9841
17	9844
17	9935
18	2955
18	5442
18	5730
18	8682
18	9739
19	4932
19	6787
19	8016
19	8153
19	9962
20	230
20	9440
20	9957
20	9959
20	9994
21	7190
21	7878
21	8191
21	9769
21	9918
22	7582
22	9585
22	9885
22	9961
22	9963
23	685
23	2012
23	3140
23	5210
23	6072
24	1316
24	5347
24	8479
24	8810
24	9000
25	1414
25	2710
25	3268
25	3326
25	7278
26	481
26	8821
26	9663
26	9733
26	9737
27	9448
27	9548
27	9924
27	9981
27	9988
28	9525
28	9565
28	9606
28	9824
28	9979
29	9607
29	9728
29	9844
29	9909
29	9932
30	8747
30	9712
30	9751
30	9956
30	9964
31	2712
31	9044
31	9788
31	9925
31	9968
32	5330
32	6962
32	8572
32	9183
32	9451
33	8872
33	9296
33	9396
33	9637
33	9750
34	8992
34	9692
34	9727
34	9853
34	9890
35	3189
35	9344
35	9373
35	9500
35	9503
36	3975
36	5178
36	7974
36	9488
36	9491
37	824
37	9611
37	9729
37	9957
37	9994
38	7727
38	9878
38	9954
38	9982
38	9983
39	9444
39	9875
39	9960
39	9968
39	9991
40	8314
40	8514
40	8690
40	8815
40	9448
41	4260
41	4906
41	6568
41	7091
41	7488
42	103
42	7411
42	7425
42	8658
42	8877
43	4728
43	6906
43	8759
43	8896
43	8950
44	1375
44	2358
44	2966
44	3735
44	9858
45	2471
45	4879
45	5029
45	6662
45	9775
46	5744
46	9814
46	9979
46	9986
46	9995
47	8420
47	8575
47	8958
47	9157
47	9175
48	8157
48	9926
48	9955
48	9970
48	9989
49	6103
49	8376
49	9859
49	9863
49	9945
50	6087
50	6508
50	8282
50	8539
50	8760
51	3904
51	7770
51	8872
51	9038
51	9752
52	2720
52	4998
52	5881
52	7151
52	7386
53	6538
53	6978
53	7630
53	8348
53	9014
54	7136
54	7411
54	8375
54	8753
54	9483
55	9734
55	9926
55	9970
55	9982
55	9989
56	3486
56	9240
56	9606
56	9752
56	9824
57	8474
57	8969
57	9583
57	9584
57	9595
58	4927
58	6799
58	8703
58	8818
58	8832
59	8515
59	8575
59	8980
59	9157
59	9175
60	701
60	954
60	1210
60	1839
60	6770
61	165
61	1298
61	2289
61	3162
61	9261
62	9512
62	9765
62	9848
62	9869
62	9906
63	5691
63	8021
63	9500
63	9577
63	9653
64	9057
64	9210
64	9309
64	9366
64	9436
65	2378
65	5158
65	8060
65	8676
65	9313
66	4040
66	9035
66	9663
66	9733
66	9737
67	9744
67	9897
67	9900
67	9958
67	9998
68	5144
68	5732
68	5910
68	6760
68	7393
69	1898
69	8951
69	9840
69	9884
69	9916
70	9069
70	9558
70	9667
70	9906
70	9990
71	1704
71	9893
71	9958
71	9975
71	9998
72	5088
72	9867
72	9940
72	9966
72	9971
73	6717
73	9253
73	9278
73	9455
73	9789
74	4757
74	9659
74	9710
74	9742
74	9821
75	9612
75	9647
75	9841
75	9935
75	9948
76	5987
76	9793
76	9803
76	9835
76	9868
77	9496
77	9795
77	9813
77	9849
77	9850
78	6894
78	9439
78	9842
78	9944
78	9997
79	1058
79	1493
79	3552
79	5420
79	9956
80	8712
80	9139
80	9388
80	9449
80	9787
81	7744
81	9723
81	9837
81	9856
81	9877
82	7757
82	9305
82	9380
82	9446
82	9530
83	5474
83	9827
83	9871
83	9901
83	9987
84	2133
84	2506
84	2598
84	3172
84	9456
85	1435
85	4272
85	5027
85	7621
85	9463
86	4280
86	7678
86	8645
86	9270
86	9879
87	9651
87	9704
87	9799
87	9871
87	9987
88	380
88	4433
88	6472
